danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.615,0.751,2,-6.103,1,0.0312,0.000216,0.679,0.111,0.461,95.006,audio_features,5Pn1N2ODsNgDPLD8LBoAVE,spotify:track:5Pn1N2ODsNgDPLD8LBoAVE,https://api.spotify.com/v1/tracks/5Pn1N2ODsNgDPLD8LBoAVE,https://api.spotify.com/v1/audio-analysis/5Pn1N2ODsNgDPLD8LBoAVE,235370,4
0.622,0.748,2,-6.232,1,0.0374,7.56e-05,0.856,0.111,0.455,94.998,audio_features,0C6QC5y5Ul1aXOaTF7RYWR,spotify:track:0C6QC5y5Ul1aXOaTF7RYWR,https://api.spotify.com/v1/tracks/0C6QC5y5Ul1aXOaTF7RYWR,https://api.spotify.com/v1/audio-analysis/0C6QC5y5Ul1aXOaTF7RYWR,235370,4
0.671,0.899,6,-4.71,0,0.139,0.0513,0.0,0.192,0.629,83.26,audio_features,6qLl3OmST6aWsEuxePXCPE,spotify:track:6qLl3OmST6aWsEuxePXCPE,https://api.spotify.com/v1/tracks/6qLl3OmST6aWsEuxePXCPE,https://api.spotify.com/v1/audio-analysis/6qLl3OmST6aWsEuxePXCPE,215067,4
0.573,0.362,0,-14.488,0,0.0345,0.25,0.759,0.104,0.2,121.042,audio_features,2DUCbNUigpWgXNFODEeK7A,spotify:track:2DUCbNUigpWgXNFODEeK7A,https://api.spotify.com/v1/tracks/2DUCbNUigpWgXNFODEeK7A,https://api.spotify.com/v1/audio-analysis/2DUCbNUigpWgXNFODEeK7A,249078,4
0.559,0.353,0,-16.148,0,0.0314,0.166,0.806,0.141,0.186,121.029,audio_features,4Mv320NaB4ytoeayBGYRCR,spotify:track:4Mv320NaB4ytoeayBGYRCR,https://api.spotify.com/v1/tracks/4Mv320NaB4ytoeayBGYRCR,https://api.spotify.com/v1/audio-analysis/4Mv320NaB4ytoeayBGYRCR,248211,4
0.697,0.592,7,-8.476,0,0.174,0.104,3.54e-05,0.421,0.37,144.124,audio_features,1F1DczXXeFtfcNwF2TfqVh,spotify:track:1F1DczXXeFtfcNwF2TfqVh,https://api.spotify.com/v1/tracks/1F1DczXXeFtfcNwF2TfqVh,https://api.spotify.com/v1/audio-analysis/1F1DczXXeFtfcNwF2TfqVh,229966,4
0.623,0.419,2,-9.379,0,0.167,0.329,0.000386,0.129,0.0923,149.797,audio_features,3fNDw5if3kfrW6i9K4AZLu,spotify:track:3fNDw5if3kfrW6i9K4AZLu,https://api.spotify.com/v1/tracks/3fNDw5if3kfrW6i9K4AZLu,https://api.spotify.com/v1/audio-analysis/3fNDw5if3kfrW6i9K4AZLu,176135,4
0.792,0.646,1,-7.785,1,0.074,0.025,0.00024,0.109,0.475,115.002,audio_features,2oppQPJfbhQkEI4TnoSx37,spotify:track:2oppQPJfbhQkEI4TnoSx37,https://api.spotify.com/v1/tracks/2oppQPJfbhQkEI4TnoSx37,https://api.spotify.com/v1/audio-analysis/2oppQPJfbhQkEI4TnoSx37,210643,4
0.779,0.601,8,-8.079,1,0.133,0.0796,0.127,0.0571,0.637,147.048,audio_features,2QDrSpGF3f4G86rt6qHIoi,spotify:track:2QDrSpGF3f4G86rt6qHIoi,https://api.spotify.com/v1/tracks/2QDrSpGF3f4G86rt6qHIoi,https://api.spotify.com/v1/audio-analysis/2QDrSpGF3f4G86rt6qHIoi,198958,4
0.667,0.875,4,-4.913,1,0.0542,0.00046,0.884,0.183,0.932,124.973,audio_features,2sJtFbEaWH3MhrcmI8sVqA,spotify:track:2sJtFbEaWH3MhrcmI8sVqA,https://api.spotify.com/v1/tracks/2sJtFbEaWH3MhrcmI8sVqA,https://api.spotify.com/v1/audio-analysis/2sJtFbEaWH3MhrcmI8sVqA,29733,4
0.603,0.868,0,-4.91,1,0.0445,0.00649,1.01e-06,0.193,0.602,98.054,audio_features,7HB7Wj26nYVo8CquzM7yX3,spotify:track:7HB7Wj26nYVo8CquzM7yX3,https://api.spotify.com/v1/tracks/7HB7Wj26nYVo8CquzM7yX3,https://api.spotify.com/v1/audio-analysis/7HB7Wj26nYVo8CquzM7yX3,173073,4
0.393,0.356,8,-8.612,1,0.0306,0.103,0.92,0.105,0.406,170.011,audio_features,1uw7MbtH0xNJe5okvMC53x,spotify:track:1uw7MbtH0xNJe5okvMC53x,https://api.spotify.com/v1/tracks/1uw7MbtH0xNJe5okvMC53x,https://api.spotify.com/v1/audio-analysis/1uw7MbtH0xNJe5okvMC53x,234900,4
0.738,0.522,2,-9.079,1,0.0335,0.0947,0.323,0.0973,0.571,127.044,audio_features,1vWsLjhfpze7s2rUATRYoj,spotify:track:1vWsLjhfpze7s2rUATRYoj,https://api.spotify.com/v1/tracks/1vWsLjhfpze7s2rUATRYoj,https://api.spotify.com/v1/audio-analysis/1vWsLjhfpze7s2rUATRYoj,198634,4
0.765,0.521,7,-9.3,1,0.0799,0.0802,0.0,0.0692,0.721,125.984,audio_features,7vUYky0t9FIgZlkKskxgKU,spotify:track:7vUYky0t9FIgZlkKskxgKU,https://api.spotify.com/v1/tracks/7vUYky0t9FIgZlkKskxgKU,https://api.spotify.com/v1/audio-analysis/7vUYky0t9FIgZlkKskxgKU,198072,4
0.654,0.347,7,-11.642,1,0.0358,0.92,0.823,0.121,0.122,110.122,audio_features,3Pqu8a9DTM0eFMUpl55jro,spotify:track:3Pqu8a9DTM0eFMUpl55jro,https://api.spotify.com/v1/tracks/3Pqu8a9DTM0eFMUpl55jro,https://api.spotify.com/v1/audio-analysis/3Pqu8a9DTM0eFMUpl55jro,217564,4
0.799,0.639,4,-9.178,1,0.0511,0.0323,0.639,0.269,0.792,90.022,audio_features,4o5UCS6A9q3UhjKQWv0473,spotify:track:4o5UCS6A9q3UhjKQWv0473,https://api.spotify.com/v1/tracks/4o5UCS6A9q3UhjKQWv0473,https://api.spotify.com/v1/audio-analysis/4o5UCS6A9q3UhjKQWv0473,185500,4
0.594,0.748,1,-5.205,0,0.0415,0.000154,0.00014,0.116,0.548,124.932,audio_features,7i25vNGr1SQxaqUjRT9WvY,spotify:track:7i25vNGr1SQxaqUjRT9WvY,https://api.spotify.com/v1/tracks/7i25vNGr1SQxaqUjRT9WvY,https://api.spotify.com/v1/audio-analysis/7i25vNGr1SQxaqUjRT9WvY,174873,4
0.455,0.441,2,-9.477,1,0.0325,0.0264,0.0139,0.233,0.0963,149.787,audio_features,0wehWKK3a6IBS21A67cza2,spotify:track:0wehWKK3a6IBS21A67cza2,https://api.spotify.com/v1/tracks/0wehWKK3a6IBS21A67cza2,https://api.spotify.com/v1/audio-analysis/0wehWKK3a6IBS21A67cza2,263147,4
0.516,0.705,0,-8.295,1,0.0272,0.0623,0.000618,0.132,0.179,151.959,audio_features,0bluvAmcw20YoTJ3HyF0Cv,spotify:track:0bluvAmcw20YoTJ3HyF0Cv,https://api.spotify.com/v1/tracks/0bluvAmcw20YoTJ3HyF0Cv,https://api.spotify.com/v1/audio-analysis/0bluvAmcw20YoTJ3HyF0Cv,228067,4
0.623,0.829,0,-7.891,1,0.0305,0.0116,0.00194,0.126,0.428,138.95,audio_features,3mSgtgKtVl40P8845EnKIp,spotify:track:3mSgtgKtVl40P8845EnKIp,https://api.spotify.com/v1/tracks/3mSgtgKtVl40P8845EnKIp,https://api.spotify.com/v1/audio-analysis/3mSgtgKtVl40P8845EnKIp,191874,4
0.683,0.916,4,-6.402,0,0.0408,0.14,0.0475,0.344,0.558,126.971,audio_features,2cw0zoqTLJZxZpy5EOndcr,spotify:track:2cw0zoqTLJZxZpy5EOndcr,https://api.spotify.com/v1/tracks/2cw0zoqTLJZxZpy5EOndcr,https://api.spotify.com/v1/audio-analysis/2cw0zoqTLJZxZpy5EOndcr,204750,4
0.656,0.494,9,-8.968,0,0.0325,0.00512,0.0537,0.49,0.48,128.019,audio_features,22gs6JidmCELxvUtBPdpuf,spotify:track:22gs6JidmCELxvUtBPdpuf,https://api.spotify.com/v1/tracks/22gs6JidmCELxvUtBPdpuf,https://api.spotify.com/v1/audio-analysis/22gs6JidmCELxvUtBPdpuf,170511,4
0.799,0.639,4,-9.178,1,0.0511,0.0323,0.639,0.269,0.792,90.022,audio_features,7vsaWNxHYA798aIv9eNQdG,spotify:track:7vsaWNxHYA798aIv9eNQdG,https://api.spotify.com/v1/tracks/7vsaWNxHYA798aIv9eNQdG,https://api.spotify.com/v1/audio-analysis/7vsaWNxHYA798aIv9eNQdG,185500,4
0.606,0.889,8,-4.633,1,0.0707,0.000552,1.43e-05,0.162,0.789,139.937,audio_features,1mjHcuhqNC65FNMIfvI1BP,spotify:track:1mjHcuhqNC65FNMIfvI1BP,https://api.spotify.com/v1/tracks/1mjHcuhqNC65FNMIfvI1BP,https://api.spotify.com/v1/audio-analysis/1mjHcuhqNC65FNMIfvI1BP,218267,4
0.684,0.73,1,-6.164,1,0.0438,0.063,0.0,0.0741,0.581,118.515,audio_features,7eN3TjaSI5fgEI3zEbxJdB,spotify:track:7eN3TjaSI5fgEI3zEbxJdB,https://api.spotify.com/v1/tracks/7eN3TjaSI5fgEI3zEbxJdB,https://api.spotify.com/v1/audio-analysis/7eN3TjaSI5fgEI3zEbxJdB,202580,4
0.672,0.665,1,-7.607,1,0.0399,0.000831,0.922,0.121,0.388,118.569,audio_features,0FOfJM0xMaHR6ShBeK2aNE,spotify:track:0FOfJM0xMaHR6ShBeK2aNE,https://api.spotify.com/v1/tracks/0FOfJM0xMaHR6ShBeK2aNE,https://api.spotify.com/v1/audio-analysis/0FOfJM0xMaHR6ShBeK2aNE,202580,4
0.413,0.291,1,-13.925,1,0.0306,0.383,0.0112,0.136,0.157,130.865,audio_features,38uzg4wEdS691EM51LHkK0,spotify:track:38uzg4wEdS691EM51LHkK0,https://api.spotify.com/v1/tracks/38uzg4wEdS691EM51LHkK0,https://api.spotify.com/v1/audio-analysis/38uzg4wEdS691EM51LHkK0,241424,4
0.451,0.218,1,-16.339,1,0.0311,0.47,0.879,0.116,0.134,130.944,audio_features,2ACn3cul7qqrGb9fXM2wsB,spotify:track:2ACn3cul7qqrGb9fXM2wsB,https://api.spotify.com/v1/tracks/2ACn3cul7qqrGb9fXM2wsB,https://api.spotify.com/v1/audio-analysis/2ACn3cul7qqrGb9fXM2wsB,241424,4
0.363,0.472,5,-11.462,0,0.0296,0.0735,0.602,0.146,0.165,174.013,audio_features,2cJeqtmNwf2Dn9h2HklOfp,spotify:track:2cJeqtmNwf2Dn9h2HklOfp,https://api.spotify.com/v1/tracks/2cJeqtmNwf2Dn9h2HklOfp,https://api.spotify.com/v1/audio-analysis/2cJeqtmNwf2Dn9h2HklOfp,203064,4
0.552,0.818,11,-5.772,1,0.0495,0.256,0.0,0.145,0.8,145.145,audio_features,5zqzV32ifPJ9XhqfyjYrBy,spotify:track:5zqzV32ifPJ9XhqfyjYrBy,https://api.spotify.com/v1/tracks/5zqzV32ifPJ9XhqfyjYrBy,https://api.spotify.com/v1/audio-analysis/5zqzV32ifPJ9XhqfyjYrBy,169733,4
0.623,0.323,11,-10.223,1,0.036,0.904,0.0,0.109,0.496,144.976,audio_features,0QPSGLTlZblasUz0CAoAPE,spotify:track:0QPSGLTlZblasUz0CAoAPE,https://api.spotify.com/v1/tracks/0QPSGLTlZblasUz0CAoAPE,https://api.spotify.com/v1/audio-analysis/0QPSGLTlZblasUz0CAoAPE,174878,4
0.757,0.522,0,-12.226,1,0.0563,0.132,0.0305,0.0847,0.372,115.012,audio_features,28r2phjfvLBHn8YSSZSg88,spotify:track:28r2phjfvLBHn8YSSZSg88,https://api.spotify.com/v1/tracks/28r2phjfvLBHn8YSSZSg88,https://api.spotify.com/v1/audio-analysis/28r2phjfvLBHn8YSSZSg88,180376,4
0.745,0.476,0,-14.696,1,0.0626,0.062,0.71,0.0838,0.294,115.001,audio_features,4wuhEcOXuMhRJx6E0uQnvm,spotify:track:4wuhEcOXuMhRJx6E0uQnvm,https://api.spotify.com/v1/tracks/4wuhEcOXuMhRJx6E0uQnvm,https://api.spotify.com/v1/audio-analysis/4wuhEcOXuMhRJx6E0uQnvm,180376,4
0.545,0.172,9,-16.968,1,0.0448,0.984,0.931,0.125,0.545,86.861,audio_features,06fztA8zuP1jWyzuBoJ6EP,spotify:track:06fztA8zuP1jWyzuBoJ6EP,https://api.spotify.com/v1/tracks/06fztA8zuP1jWyzuBoJ6EP,https://api.spotify.com/v1/audio-analysis/06fztA8zuP1jWyzuBoJ6EP,129730,4
0.61,0.647,1,-9.051,0,0.0854,0.00176,0.902,0.0554,0.214,180.012,audio_features,60dfHX3LViOdiGRXP2zR3I,spotify:track:60dfHX3LViOdiGRXP2zR3I,https://api.spotify.com/v1/tracks/60dfHX3LViOdiGRXP2zR3I,https://api.spotify.com/v1/audio-analysis/60dfHX3LViOdiGRXP2zR3I,182700,4
0.642,0.637,1,-8.476,0,0.0647,0.0107,0.563,0.065,0.268,89.919,audio_features,2O2UsZKKtmubwX6VTFO3u1,spotify:track:2O2UsZKKtmubwX6VTFO3u1,https://api.spotify.com/v1/tracks/2O2UsZKKtmubwX6VTFO3u1,https://api.spotify.com/v1/audio-analysis/2O2UsZKKtmubwX6VTFO3u1,182700,4
0.584,0.741,10,-6.075,1,0.17,0.0428,0.0,0.345,0.463,116.1,audio_features,7Kux9Q1ZYx1V1j3wre0aWk,spotify:track:7Kux9Q1ZYx1V1j3wre0aWk,https://api.spotify.com/v1/tracks/7Kux9Q1ZYx1V1j3wre0aWk,https://api.spotify.com/v1/audio-analysis/7Kux9Q1ZYx1V1j3wre0aWk,221610,4
0.58,0.299,3,-20.553,1,0.0382,0.501,0.719,0.115,0.148,121.003,audio_features,3blTuWO3Qm4yiTZHZaWlx9,spotify:track:3blTuWO3Qm4yiTZHZaWlx9,https://api.spotify.com/v1/tracks/3blTuWO3Qm4yiTZHZaWlx9,https://api.spotify.com/v1/audio-analysis/3blTuWO3Qm4yiTZHZaWlx9,243905,4
0.675,0.627,2,-5.403,0,0.0396,0.00417,0.0,0.101,0.444,139.021,audio_features,0jR02as0CeRFcxoZ63IHtv,spotify:track:0jR02as0CeRFcxoZ63IHtv,https://api.spotify.com/v1/tracks/0jR02as0CeRFcxoZ63IHtv,https://api.spotify.com/v1/audio-analysis/0jR02as0CeRFcxoZ63IHtv,215692,4
0.447,0.5,5,-11.351,0,0.0298,0.0542,0.546,0.164,0.128,173.945,audio_features,74B8k5cGlzerIWOk0pFXE1,spotify:track:74B8k5cGlzerIWOk0pFXE1,https://api.spotify.com/v1/tracks/74B8k5cGlzerIWOk0pFXE1,https://api.spotify.com/v1/audio-analysis/74B8k5cGlzerIWOk0pFXE1,201661,4
0.471,0.505,5,-10.547,0,0.0302,0.0432,0.585,0.133,0.192,174.015,audio_features,4AJugDM7pbBqUW92AmKz18,spotify:track:4AJugDM7pbBqUW92AmKz18,https://api.spotify.com/v1/tracks/4AJugDM7pbBqUW92AmKz18,https://api.spotify.com/v1/audio-analysis/4AJugDM7pbBqUW92AmKz18,201200,4
0.282,0.719,5,-7.633,1,0.0335,0.196,0.000358,0.107,0.276,99.992,audio_features,0VmdveDdlr2FMGwBljCfxA,spotify:track:0VmdveDdlr2FMGwBljCfxA,https://api.spotify.com/v1/tracks/0VmdveDdlr2FMGwBljCfxA,https://api.spotify.com/v1/audio-analysis/0VmdveDdlr2FMGwBljCfxA,290493,4
0.454,0.294,7,-12.881,1,0.0291,0.512,0.000118,0.293,0.14,146.017,audio_features,4BhKPCQaNtoF5tsj6o3zDC,spotify:track:4BhKPCQaNtoF5tsj6o3zDC,https://api.spotify.com/v1/tracks/4BhKPCQaNtoF5tsj6o3zDC,https://api.spotify.com/v1/audio-analysis/4BhKPCQaNtoF5tsj6o3zDC,276575,4
0.719,0.276,2,-8.619,1,0.0297,0.736,0.0,0.12,0.485,98.003,audio_features,0B1nNSVtsGi4XFSqRKnigC,spotify:track:0B1nNSVtsGi4XFSqRKnigC,https://api.spotify.com/v1/tracks/0B1nNSVtsGi4XFSqRKnigC,https://api.spotify.com/v1/audio-analysis/0B1nNSVtsGi4XFSqRKnigC,188878,4
0.6,0.4,11,-11.083,1,0.0352,0.746,0.0,0.339,0.525,80.07,audio_features,4h8BA1EqnT6BaUdJqhqwcw,spotify:track:4h8BA1EqnT6BaUdJqhqwcw,https://api.spotify.com/v1/tracks/4h8BA1EqnT6BaUdJqhqwcw,https://api.spotify.com/v1/audio-analysis/4h8BA1EqnT6BaUdJqhqwcw,185307,4
0.431,0.327,0,-8.111,1,0.0327,0.793,0.0,0.161,0.219,146.206,audio_features,7EZYPTCgA0M98ozySVmxoA,spotify:track:7EZYPTCgA0M98ozySVmxoA,https://api.spotify.com/v1/tracks/7EZYPTCgA0M98ozySVmxoA,https://api.spotify.com/v1/audio-analysis/7EZYPTCgA0M98ozySVmxoA,214267,4
0.695,0.788,7,-5.158,1,0.072,0.0916,0.0,0.0663,0.805,97.946,audio_features,7ivsSdNakYAr7C9b7HU697,spotify:track:7ivsSdNakYAr7C9b7HU697,https://api.spotify.com/v1/tracks/7ivsSdNakYAr7C9b7HU697,https://api.spotify.com/v1/audio-analysis/7ivsSdNakYAr7C9b7HU697,186276,4
0.67,0.628,1,-5.018,0,0.0798,0.217,0.0,0.371,0.293,110.877,audio_features,2a1nzAZ9poBczxqQQeUVil,spotify:track:2a1nzAZ9poBczxqQQeUVil,https://api.spotify.com/v1/tracks/2a1nzAZ9poBczxqQQeUVil,https://api.spotify.com/v1/audio-analysis/2a1nzAZ9poBczxqQQeUVil,178222,4
0.592,0.638,4,-5.067,1,0.0797,0.174,0.0,0.189,0.323,110.508,audio_features,3mDh14Ma6GjQmHrLBGsUY5,spotify:track:3mDh14Ma6GjQmHrLBGsUY5,https://api.spotify.com/v1/tracks/3mDh14Ma6GjQmHrLBGsUY5,https://api.spotify.com/v1/audio-analysis/3mDh14Ma6GjQmHrLBGsUY5,178222,4
0.684,0.73,1,-6.164,1,0.0438,0.063,0.0,0.0741,0.581,118.515,audio_features,538U4kvmR4drH9QwUOl0VJ,spotify:track:538U4kvmR4drH9QwUOl0VJ,https://api.spotify.com/v1/tracks/538U4kvmR4drH9QwUOl0VJ,https://api.spotify.com/v1/audio-analysis/538U4kvmR4drH9QwUOl0VJ,202580,4
0.672,0.665,1,-7.607,1,0.0399,0.000831,0.922,0.121,0.388,118.569,audio_features,11fiKgXxjqtJDzC44ynRVo,spotify:track:11fiKgXxjqtJDzC44ynRVo,https://api.spotify.com/v1/tracks/11fiKgXxjqtJDzC44ynRVo,https://api.spotify.com/v1/audio-analysis/11fiKgXxjqtJDzC44ynRVo,202580,4
0.486,0.607,5,-5.477,1,0.0448,0.174,0.0,0.23,0.188,138.101,audio_features,7yYNyX64fVUrRDm9B8CwGP,spotify:track:7yYNyX64fVUrRDm9B8CwGP,https://api.spotify.com/v1/tracks/7yYNyX64fVUrRDm9B8CwGP,https://api.spotify.com/v1/audio-analysis/7yYNyX64fVUrRDm9B8CwGP,220861,4
0.638,0.797,8,-5.5,1,0.071,0.0291,0.0,0.267,0.262,90.032,audio_features,0v4mY3zy5qVQA8P5okPg6J,spotify:track:0v4mY3zy5qVQA8P5okPg6J,https://api.spotify.com/v1/tracks/0v4mY3zy5qVQA8P5okPg6J,https://api.spotify.com/v1/audio-analysis/0v4mY3zy5qVQA8P5okPg6J,200546,4
0.584,0.35,8,-11.278,1,0.0435,0.54,0.895,0.16,0.0527,119.998,audio_features,3makxOy9i7a0QFAMS9bP7U,spotify:track:3makxOy9i7a0QFAMS9bP7U,https://api.spotify.com/v1/tracks/3makxOy9i7a0QFAMS9bP7U,https://api.spotify.com/v1/audio-analysis/3makxOy9i7a0QFAMS9bP7U,226325,4
0.544,0.444,8,-10.609,1,0.0359,0.544,0.801,0.13,0.039,119.985,audio_features,0AvODSmKQc3BZIcjvsSJES,spotify:track:0AvODSmKQc3BZIcjvsSJES,https://api.spotify.com/v1/tracks/0AvODSmKQc3BZIcjvsSJES,https://api.spotify.com/v1/audio-analysis/0AvODSmKQc3BZIcjvsSJES,226325,4
0.756,0.47,4,-6.576,1,0.0538,0.00733,0.0,0.0425,0.75,124.999,audio_features,6wFx3FwHhPPkfC61JxyHNq,spotify:track:6wFx3FwHhPPkfC61JxyHNq,https://api.spotify.com/v1/tracks/6wFx3FwHhPPkfC61JxyHNq,https://api.spotify.com/v1/audio-analysis/6wFx3FwHhPPkfC61JxyHNq,200787,4
0.733,0.708,8,-3.773,1,0.0397,0.286,3.83e-05,0.0796,0.466,122.024,audio_features,43x6FS2VFsWo1Y8njFewfC,spotify:track:43x6FS2VFsWo1Y8njFewfC,https://api.spotify.com/v1/tracks/43x6FS2VFsWo1Y8njFewfC,https://api.spotify.com/v1/audio-analysis/43x6FS2VFsWo1Y8njFewfC,188520,4
0.449,0.218,1,-16.339,1,0.0311,0.467,0.876,0.118,0.134,130.939,audio_features,6QxhgKMxYBQMc7x8buLU9u,spotify:track:6QxhgKMxYBQMc7x8buLU9u,https://api.spotify.com/v1/tracks/6QxhgKMxYBQMc7x8buLU9u,https://api.spotify.com/v1/audio-analysis/6QxhgKMxYBQMc7x8buLU9u,241789,4
0.73,0.211,7,-10.23,1,0.0435,0.859,0.0,0.166,0.504,110.126,audio_features,4wVe17hqr0UPkB36z9WC0q,spotify:track:4wVe17hqr0UPkB36z9WC0q,https://api.spotify.com/v1/tracks/4wVe17hqr0UPkB36z9WC0q,https://api.spotify.com/v1/audio-analysis/4wVe17hqr0UPkB36z9WC0q,217104,4
0.67,0.0921,7,-26.278,1,0.0585,0.923,0.888,0.132,0.0982,110.062,audio_features,0FRiavRlGOyLfOO4bEPh2P,spotify:track:0FRiavRlGOyLfOO4bEPh2P,https://api.spotify.com/v1/tracks/0FRiavRlGOyLfOO4bEPh2P,https://api.spotify.com/v1/audio-analysis/0FRiavRlGOyLfOO4bEPh2P,217104,4
0.755,0.516,7,-8.248,1,0.0957,0.207,0.0,0.261,0.836,126.023,audio_features,3Yr6stal6E6rnYUyg0jRBJ,spotify:track:3Yr6stal6E6rnYUyg0jRBJ,https://api.spotify.com/v1/tracks/3Yr6stal6E6rnYUyg0jRBJ,https://api.spotify.com/v1/audio-analysis/3Yr6stal6E6rnYUyg0jRBJ,199545,4
0.759,0.512,7,-9.27,1,0.082,0.0979,0.0,0.087,0.714,125.999,audio_features,1r2AP2yyrX2oMZcaKz67pG,spotify:track:1r2AP2yyrX2oMZcaKz67pG,https://api.spotify.com/v1/tracks/1r2AP2yyrX2oMZcaKz67pG,https://api.spotify.com/v1/audio-analysis/1r2AP2yyrX2oMZcaKz67pG,198033,4
0.788,0.513,7,-10.13,1,0.0745,0.0335,0.489,0.0812,0.741,125.996,audio_features,6KTLdLCDs3eJGMHG2H2Qxf,spotify:track:6KTLdLCDs3eJGMHG2H2Qxf,https://api.spotify.com/v1/tracks/6KTLdLCDs3eJGMHG2H2Qxf,https://api.spotify.com/v1/audio-analysis/6KTLdLCDs3eJGMHG2H2Qxf,198033,4
0.397,0.353,8,-8.563,1,0.0313,0.102,0.917,0.111,0.418,170.005,audio_features,0rNt2qIdhBlaCAvnogXEOb,spotify:track:0rNt2qIdhBlaCAvnogXEOb,https://api.spotify.com/v1/tracks/0rNt2qIdhBlaCAvnogXEOb,https://api.spotify.com/v1/audio-analysis/0rNt2qIdhBlaCAvnogXEOb,231503,4
0.455,0.0179,3,-22.141,0,0.0504,0.96,1.64e-06,0.1,0.184,112.569,audio_features,2kNJcYD7whylVX1IDCayyw,spotify:track:2kNJcYD7whylVX1IDCayyw,https://api.spotify.com/v1/tracks/2kNJcYD7whylVX1IDCayyw,https://api.spotify.com/v1/audio-analysis/2kNJcYD7whylVX1IDCayyw,265519,4
0.711,0.782,0,-13.204,0,0.044,0.0794,0.88,0.184,0.654,124.006,audio_features,5sGevGEKyk7DMIDrHlB9BF,spotify:track:5sGevGEKyk7DMIDrHlB9BF,https://api.spotify.com/v1/tracks/5sGevGEKyk7DMIDrHlB9BF,https://api.spotify.com/v1/audio-analysis/5sGevGEKyk7DMIDrHlB9BF,199429,4
0.546,0.475,2,-5.864,1,0.0362,0.222,0.0,0.121,0.539,77.98,audio_features,6AJGPFFuC8qTWD5SP50RNh,spotify:track:6AJGPFFuC8qTWD5SP50RNh,https://api.spotify.com/v1/tracks/6AJGPFFuC8qTWD5SP50RNh,https://api.spotify.com/v1/audio-analysis/6AJGPFFuC8qTWD5SP50RNh,175435,4
0.572,0.759,2,-4.312,1,0.0506,0.127,0.0,0.224,0.519,80.95,audio_features,6YFlrDhI4iXdTlwN945lJG,spotify:track:6YFlrDhI4iXdTlwN945lJG,https://api.spotify.com/v1/tracks/6YFlrDhI4iXdTlwN945lJG,https://api.spotify.com/v1/audio-analysis/6YFlrDhI4iXdTlwN945lJG,163733,4
0.698,0.497,2,-8.65,1,0.087,0.00461,0.917,0.108,0.82,172.026,audio_features,0rb9LOLpuhmncGf6yIRhy2,spotify:track:0rb9LOLpuhmncGf6yIRhy2,https://api.spotify.com/v1/tracks/0rb9LOLpuhmncGf6yIRhy2,https://api.spotify.com/v1/audio-analysis/0rb9LOLpuhmncGf6yIRhy2,184842,4
0.512,0.808,6,-11.583,1,0.0849,0.631,0.00771,0.674,0.671,91.019,audio_features,72rUoaFCOHnsVPxhRtrlcO,spotify:track:72rUoaFCOHnsVPxhRtrlcO,https://api.spotify.com/v1/tracks/72rUoaFCOHnsVPxhRtrlcO,https://api.spotify.com/v1/audio-analysis/72rUoaFCOHnsVPxhRtrlcO,186707,4
0.579,0.635,5,-14.06,1,0.161,0.798,0.000909,0.494,0.877,172.464,audio_features,5L3nI47RLjXuwmRj1hCCmm,spotify:track:5L3nI47RLjXuwmRj1hCCmm,https://api.spotify.com/v1/tracks/5L3nI47RLjXuwmRj1hCCmm,https://api.spotify.com/v1/audio-analysis/5L3nI47RLjXuwmRj1hCCmm,180600,4
0.855,0.3,10,-17.111,0,0.151,0.394,0.266,0.0512,0.699,121.165,audio_features,31NAADgOqGlBU70Xg1bdwQ,spotify:track:31NAADgOqGlBU70Xg1bdwQ,https://api.spotify.com/v1/tracks/31NAADgOqGlBU70Xg1bdwQ,https://api.spotify.com/v1/audio-analysis/31NAADgOqGlBU70Xg1bdwQ,704827,4
0.521,0.317,10,-12.109,1,0.0297,0.706,0.00572,0.473,0.544,126.47,audio_features,4o3hMxZTykaYWx5xhj36no,spotify:track:4o3hMxZTykaYWx5xhj36no,https://api.spotify.com/v1/tracks/4o3hMxZTykaYWx5xhj36no,https://api.spotify.com/v1/audio-analysis/4o3hMxZTykaYWx5xhj36no,141893,3
0.305,0.133,1,-18.249,1,0.0348,0.947,0.0044,0.122,0.293,175.445,audio_features,7DouOk5r5HcyRTtSH7OyEt,spotify:track:7DouOk5r5HcyRTtSH7OyEt,https://api.spotify.com/v1/tracks/7DouOk5r5HcyRTtSH7OyEt,https://api.spotify.com/v1/audio-analysis/7DouOk5r5HcyRTtSH7OyEt,213067,3
0.44,0.0541,6,-19.424,1,0.0373,0.925,0.12,0.116,0.0904,125.237,audio_features,4L4gEoJVC8oqlnhq3yHxAs,spotify:track:4L4gEoJVC8oqlnhq3yHxAs,https://api.spotify.com/v1/tracks/4L4gEoJVC8oqlnhq3yHxAs,https://api.spotify.com/v1/audio-analysis/4L4gEoJVC8oqlnhq3yHxAs,250400,4
0.584,0.245,2,-16.164,0,0.0284,0.811,0.107,0.147,0.479,84.009,audio_features,0y0f8EUAUpzjRIvbRNgfXQ,spotify:track:0y0f8EUAUpzjRIvbRNgfXQ,https://api.spotify.com/v1/tracks/0y0f8EUAUpzjRIvbRNgfXQ,https://api.spotify.com/v1/audio-analysis/0y0f8EUAUpzjRIvbRNgfXQ,188960,4
